run_id,bucket,rules_pass,measurable,triage_reason,duplicate_of,note,should_flag,hidden_from_rules,dtw,dtw_flag,dtw_note
run_050,clean,True,True,nothing flagged,,healthy but noisy - real data looks like this,False,False,2.808888263845653,False,
run_051,clean,True,True,nothing flagged,,healthy but noisy - real data looks like this,False,False,3.54892711152594,False,
run_052,clean,True,True,nothing flagged,,healthy but noisy - real data looks like this,False,False,2.2323571617756017,False,
run_053,clean,True,True,nothing flagged,,healthy but noisy - real data looks like this,False,False,3.0196080002798866,False,
run_054,clean,True,True,nothing flagged,,healthy but noisy - real data looks like this,False,False,2.389349005030291,False,
run_055,passes_but_wrong,True,True,dipped a second time after the rules stopped looking,,"recovers, then dips a second time at ~4 ms",True,True,11.618372557283523,True,
run_056,passes_but_wrong,True,True,dipped a second time after the rules stopped looking,,"recovers, then dips a second time at ~4 ms",True,True,10.497291535963777,True,
run_057,passes_but_wrong,True,True,dipped a second time after the rules stopped looking,,"recovers, then dips a second time at ~4 ms",True,True,10.161714649076378,True,
run_058,passes_but_wrong,True,True,dipped a second time after the rules stopped looking,,"recovers, then dips a second time at ~4 ms",True,True,9.311739882780392,True,
run_059,passes_but_wrong,True,True,dipped a second time after the rules stopped looking,,"recovers, then dips a second time at ~4 ms",True,True,14.197945230606669,True,
run_060,passes_but_wrong,True,True,dipped a second time after the rules stopped looking,,"recovers, then dips a second time at ~4 ms",True,True,11.827535518168723,True,
run_061,passes_but_wrong,True,True,dipped a second time after the rules stopped looking,,"recovers, then dips a second time at ~4 ms",True,True,9.760224978965656,True,
run_062,passes_but_wrong,True,True,dipped a second time after the rules stopped looking,,"recovers, then dips a second time at ~4 ms",True,True,13.035295670526226,True,
run_063,passes_but_wrong,True,True,settled at the wrong level (-255 mV off),,settles smoothly to the wrong level (-255 mV),True,True,191.7983488338836,True,
run_064,passes_but_wrong,True,True,settled at the wrong level (+214 mV off),,settles smoothly to the wrong level (+214 mV),True,True,161.34072230423533,True,
run_065,passes_but_wrong,True,True,settled at the wrong level (-211 mV off),,settles smoothly to the wrong level (-211 mV),True,True,158.7911867101911,True,
run_066,passes_but_wrong,True,True,settled at the wrong level (+248 mV off),,settles smoothly to the wrong level (+248 mV),True,True,186.6345680358083,True,
run_067,passes_but_wrong,True,True,never stopped moving (15 wobbles),,"never stops wobbling, each wobble under the limit",True,True,13.557306970950986,True,
run_068,passes_but_wrong,True,True,never stopped moving (16 wobbles),,"never stops wobbling, each wobble under the limit",True,True,21.206773953768145,True,
run_069,passes_but_wrong,True,True,never stopped moving (17 wobbles),,"never stops wobbling, each wobble under the limit",True,True,21.10949025446579,True,
run_070,passes_but_wrong,True,True,"flat line - the kick never happened, so this tested nothing",,"the kick never happened - perfect score, zero information",True,True,7.729703211572621,True,
run_071,passes_but_wrong,True,True,"flat line - the kick never happened, so this tested nothing",,"the kick never happened - perfect score, zero information",True,True,7.732581154960967,True,
run_072,passes_but_wrong,True,True,"flat line - the kick never happened, so this tested nothing",,"the kick never happened - perfect score, zero information",True,True,7.712573191309675,True,
run_073,passes_but_wrong,True,True,"quiet, then started moving again late in the window",,"quiet until ~7 ms, then starts moving again",True,True,16.405241910353283,True,
run_074,passes_but_wrong,True,True,"quiet, then started moving again late in the window",,"quiet until ~7 ms, then starts moving again",True,True,15.972833006043858,True,
run_075,marginal_pass,True,True,passes with only 5% margin,,"passes, but with almost no margin left",True,True,3.9544268507094085,False,
run_076,marginal_pass,True,True,passes with only 2% margin,,"passes, but with almost no margin left",True,True,4.402988574922292,False,
run_077,marginal_pass,True,True,passes with only 6% margin,,"passes, but with almost no margin left",True,True,3.800358858404963,False,
run_078,marginal_pass,True,True,passes with only 4% margin,,"passes, but with almost no margin left",True,True,4.6882848639880095,False,
run_079,marginal_pass,True,True,passes with only 2% margin,,"passes, but with almost no margin left",True,True,4.019901754552842,False,
run_080,marginal_pass,True,True,passes with only 8% margin,,"passes, but with almost no margin left",True,True,4.287891426246808,False,
run_081,marginal_pass,True,True,passes with only 6% margin,,"passes, but with almost no margin left",True,True,4.17597628545241,False,
run_082,marginal_pass,True,True,passes with only 4% margin,,"passes, but with almost no margin left",True,True,4.467703058819558,False,
run_083,marginal_pass,True,True,passes with only 6% margin,,"passes, but with almost no margin left",True,True,4.3145717770095615,False,
run_084,marginal_pass,True,True,passes with only 4% margin,,"passes, but with almost no margin left",True,True,4.463544131282627,False,
run_085,marginal_pass,True,True,passes with only 3% margin,,"passes, but with almost no margin left",True,True,4.472628147814066,False,
run_086,marginal_pass,True,True,passes with only 2% margin,,"passes, but with almost no margin left",True,True,4.755959555748781,False,
run_087,early_safe,True,True,"ended early, but after the response had finished",,ended after everything interesting had finished,True,True,10.10934123778686,True,
run_088,early_safe,True,True,"ended early, but after the response had finished",,ended after everything interesting had finished,True,True,1.1688116566082234,False,
run_089,early_safe,True,True,"ended early, but after the response had finished",,ended after everything interesting had finished,True,True,1.3164015390936814,False,
run_090,early_safe,True,True,"ended early, but after the response had finished",,ended after everything interesting had finished,True,True,3.213657663439594,False,
run_091,early_safe,True,True,"ended early, but after the response had finished",,ended after everything interesting had finished,True,True,0.5264816802677543,False,
run_092,early_safe,True,True,"ended early, but after the response had finished",,ended after everything interesting had finished,True,True,1.1084857252699396,False,
run_093,early_safe,True,True,"ended early, but after the response had finished",,ended after everything interesting had finished,True,True,9.312824405311261,True,
run_094,early_safe,True,True,"ended early, but after the response had finished",,ended after everything interesting had finished,True,True,1.559600025680045,False,
run_095,early_unknown,True,True,ended before it settled - the pass verdict is not trustworthy,,ended BEFORE the trouble that the full run would have shown,True,True,12.347407297611044,True,
run_096,early_unknown,True,True,ended before it settled - the pass verdict is not trustworthy,,ended BEFORE the trouble that the full run would have shown,True,True,12.22160205101929,True,
run_097,early_unknown,True,True,ended before it settled - the pass verdict is not trustworthy,,ended BEFORE the trouble that the full run would have shown,True,True,10.156222980690998,True,
run_098,early_unknown,True,True,ended before it settled - the pass verdict is not trustworthy,,ended BEFORE the trouble that the full run would have shown,True,True,13.277713549523785,True,
run_099,early_unknown,True,True,ended before it settled - the pass verdict is not trustworthy,,ended BEFORE the trouble that the full run would have shown,True,True,10.862351779947693,True,
run_100,early_unknown,True,True,ended before it settled - the pass verdict is not trustworthy,,ended BEFORE the trouble that the full run would have shown,True,True,10.000681159617706,True,
run_101,early_unknown,True,True,ended before it settled - the pass verdict is not trustworthy,,ended BEFORE the trouble that the full run would have shown,True,True,10.047447132653568,True,
run_102,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,15.436474180521136,True,
run_103,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,43.82410308603057,True,
run_104,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,30.308031117831657,True,
run_105,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,52.05985043576074,True,
run_106,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,18.77497570810905,True,
run_107,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,41.021406188674426,True,
run_108,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,25.421192514558392,True,
run_109,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,53.42780936773923,True,
run_110,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,24.77308431356613,True,
run_111,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,63.004365661039216,True,
run_112,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,18.18296327548198,True,
run_113,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,54.2111352350402,True,
run_114,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,26.621123530346164,True,
run_115,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,53.429457949988496,True,
run_116,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,32.04491485177713,True,
run_117,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,51.41136436459121,True,
run_118,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,27.259271971513613,True,
run_119,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,48.02360451162095,True,
run_120,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,29.511863050957036,True,
run_121,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,43.45999182809167,True,
run_122,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,21.038434327663925,True,
run_123,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,58.94023774937263,True,
run_124,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,35.607353913213196,True,
run_125,fails_clear,False,True,still moving when the rules stopped looking - never settled,,rings for far too long,True,False,53.4199222950085,True,
run_126,fails_clear,False,True,fails the existing rules,,dip far beyond the limit,True,False,25.60253189909619,True,
run_127,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,5.406582469775596,True,
run_128,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,6.4161069514288585,True,
run_129,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,5.124851822902518,True,
run_130,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,5.122164827304894,True,
run_131,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,5.449604682778332,True,
run_132,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,5.256361260370271,True,
run_133,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,5.670573825602336,True,
run_134,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,5.244827076981265,True,
run_135,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,5.126716016822664,True,
run_136,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,6.480576663155493,True,
run_137,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,6.633713806066005,True,
run_138,marginal_fail,False,True,fails the existing rules,,"just over the limit - a re-spec conversation, not a bug",True,False,6.01317472178728,True,
run_139,dead,,False,no output produced,,no output file written,True,False,,False,DTW cannot run: no usable trace
run_140,dead,,False,no output produced,,no output file written,True,False,,False,DTW cannot run: no usable trace
run_141,dead,,False,unusable values in trace,,values go missing part way through,True,False,,False,DTW cannot run: no usable trace
run_142,dead,,False,unusable values in trace,,all zeros - never powered up,True,False,,False,DTW cannot run: no usable trace
run_143,dead,,False,unusable values in trace,,"impossible spike, numerical artefact",True,False,,False,DTW cannot run: no usable trace
run_144,dead,,False,no output produced,,job never started,True,False,,False,DTW cannot run: no usable trace
run_145,duplicate,True,True,identical to run_013 - setting never applied,run_013,byte-identical to run_013 - the swept setting never applied,True,True,1.468823173674598,False,
run_146,duplicate,True,True,identical to run_008 - setting never applied,run_008,byte-identical to run_008 - the swept setting never applied,True,True,1.0799337406014855,False,
run_147,duplicate,True,True,identical to run_027 - setting never applied,run_027,byte-identical to run_027 - the swept setting never applied,True,True,1.7950231503265046,False,
run_148,duplicate,True,True,identical to run_048 - setting never applied,run_048,byte-identical to run_048 - the swept setting never applied,True,True,2.811027888171349,False,
run_149,duplicate,True,True,identical to run_007 - setting never applied,run_007,byte-identical to run_007 - the swept setting never applied,True,True,2.1296539875392297,False,
run_150,duplicate,True,True,identical to run_037 - setting never applied,run_037,byte-identical to run_037 - the swept setting never applied,True,True,2.2704552770588453,False,
