time_s,v_out_mV
0.002144,4998.81
0.002148,5001.86
0.002152,4998.05
0.002156,4997.99
0.00216,4999.58
0.002164,4998.33
0.002168,5000.51
0.002172,5001.96
0.002176,5000.81
0.00218,5002.3
0.002184,4999.61
0.002188,4999.17
0.002192,4999.81
0.002196,5003.32
0.0022,4999.1
0.002204,4997.42
0.002208,4999.92
0.002212,5000.44
0.002216,5002.56
0.00222,4999.91
0.002224,5003.6
0.002228,4999.22
0.002232,4996.55
0.002236,5000.79
0.00224,5002.52
0.002244,4999.99
0.002248,5000.67
0.002252,5001.29
0.002256,4997.7
0.00226,4999.76
0.002264,4998.11
0.002268,4999.17
0.002272,4998.48
0.002276,5000.71
0.00228,4999.46
0.002284,5000.53
0.002288,5000.99
0.002292,5001.39
0.002296,5000.77
0.0023,5000.43
0.002304,4999.65
0.002308,4999.99
0.002312,4999.18
0.002316,4998.1
0.00232,5000.88
0.002324,5000.55
0.002328,5003.69
0.002332,4998.91
0.002336,5000.46
0.00234,4997.91
0.002344,5000.53
0.002348,4999.56
0.002352,5001.76
0.002356,5000.15
0.00236,5000.2
0.002364,5000.49
0.002368,5001.22
0.002372,5001.96
0.002376,5001.15
0.00238,4999.39
0.002384,5001.03
0.002388,5001.35
0.002392,4999.42
0.002396,5000.29
0.0024,4999.72
0.002404,5000.32
0.002408,4997.84
0.002412,4998.51
0.002416,5000.45
0.00242,5000.86
0.002424,4997.08
0.002428,4999.97
0.002432,5001.46
0.002436,5001.25
0.00244,4998.94
0.002444,5003.27
0.002448,4997.28
0.002452,5002.14
0.002456,4999.07
0.00246,5001.4
0.002464,5001.94
0.002468,5000.97
0.002472,4998.55
0.002476,4999.38
0.00248,4996.82
0.002484,4999.58
0.002488,5002.28
0.002492,5000.35
0.002496,5001.94
0.0025,4999.79
0.002504,4999.64
0.002508,4999.97
0.002512,4997.92
0.002516,5000.3
0.00252,5002.66
0.002524,4999.17
0.002528,4999.7
0.002532,4997.43
0.002536,4999.25
0.00254,4999.42
0.002544,5000.99
0.002548,5001.61
0.002552,5001.35
0.002556,4999.15
0.00256,5000.44
0.002564,5000.86
0.002568,5000.64
0.002572,4997.79
0.002576,5000.71
0.00258,5000.46
0.002584,4998.81
0.002588,4998.87
0.002592,4999.52
0.002596,5000.72
0.0026,4999.25
0.002604,5001.15
0.002608,4998.47
0.002612,4998.88
0.002616,5000.3
0.00262,4997.6
0.002624,5000
0.002628,5000.19
0.002632,5000.35
0.002636,4998.47
0.00264,4998.23
0.002644,4998.29
0.002648,5000.01
0.002652,5000.02
0.002656,5000.76
0.00266,5000.79
0.002664,5000.81
0.002668,5002.15
0.002672,4998.3
0.002676,4998.37
0.00268,4999.15
0.002684,5004
0.002688,4998.09
0.002692,4999
0.002696,5000.73
0.0027,4999.6
0.002704,5000.14
0.002708,5000.68
0.002712,4999.12
0.002716,4999.92
0.00272,4999
0.002724,5001.79
0.002728,4999.17
0.002732,5001.32
0.002736,4998.33
0.00274,5000.93
0.002744,5000.35
0.002748,5000.22
0.002752,5002.7
0.002756,4999.97
0.00276,5001.59
0.002764,4998.99
0.002768,4999.31
0.002772,5000.43
0.002776,5002.6
0.00278,4999.93
0.002784,5000.78
0.002788,4999.7
0.002792,5001.92
0.002796,4995.3
0.0028,4999.98
0.002804,4998.19
0.002808,4999.23
0.002812,5001.65
0.002816,5000
0.00282,5003.14
0.002824,5002.51
0.002828,4996.91
0.002832,5000.6
0.002836,4998.78
0.00284,5003.41
0.002844,4999.22
0.002848,4999.51
0.002852,4998.43
0.002856,5001.29
0.00286,5000.01
0.002864,5000.2
0.002868,4998.35
0.002872,4999.34
0.002876,4998.78
0.00288,4999.21
0.002884,5000.48
0.002888,4998.39
0.002892,4999.12
0.002896,4998.85
0.0029,4999.13
0.002904,4998.71
0.002908,4998.85
0.002912,4999.15
0.002916,5000.27
0.00292,5000.41
0.002924,5002.04
0.002928,4996.9
0.002932,5000.03
0.002936,4999.77
0.00294,5000.61
0.002944,5002.16
0.002948,4998.8
0.002952,5000.48
0.002956,4997.85
0.00296,5000.96
0.002964,4999.46
0.002968,4997.16
0.002972,5000.2
0.002976,4999.01
0.00298,4999.67
0.002984,5000.25
0.002988,4999.1
0.002992,4999.77
0.002996,5000.53
0.003,5002.65
0.003004,5001.91
0.003008,5001.87
0.003012,5000.59
0.003016,5000.19
0.00302,4999.87
0.003024,4998.86
0.003028,4999.64
0.003032,4999.02
0.003036,4999.45
0.00304,4999.31
0.003044,4999.28
0.003048,5002.42
0.003052,4997.2
0.003056,4999.4
0.00306,5000.29
0.003064,5001.63
0.003068,5000.36
0.003072,5002.03
0.003076,4999.71
0.00308,5000.45
0.003084,4998.77
0.003088,4999.46
0.003092,5000.76
0.003096,5001.25
0.0031,5003.24
0.003104,4999.26
0.003108,5000.42
0.003112,4998.55
0.003116,4997.93
0.00312,5000.36
0.003124,5001.22
0.003128,4998.08
0.003132,4999.95
0.003136,4999.82
0.00314,4996.84
0.003144,5000.76
0.003148,4997.38
0.003152,4999.83
0.003156,5001.45
0.00316,4999.94
0.003164,5000.42
0.003168,5002.85
0.003172,4997.42
0.003176,5001.19
0.00318,4998.19
0.003184,4998.3
0.003188,5002.62
0.003192,5000.87
0.003196,5001.06
0.0032,4999.41
0.003204,4997.95
0.003208,5002.2
0.003212,5000.52
0.003216,5000.51
0.00322,5000.04
0.003224,5000.83
0.003228,5001.17
0.003232,5001.35
0.003236,4998.3
0.00324,4999.82
0.003244,5001.2
0.003248,5000.34
0.003252,4999.89
0.003256,4998.29
0.00326,5000.26
0.003264,4998.96
0.003268,4998.91
0.003272,4998.56
0.003276,5000.08
0.00328,4997.52
0.003284,5000.03
0.003288,4998.53
0.003292,5000.15
0.003296,5002.15
0.0033,4999.95
0.003304,4999.93
0.003308,5000.07
0.003312,5000.82
0.003316,5000.66
0.00332,4999.32
0.003324,5001.57
0.003328,5002.31
0.003332,5002.44
0.003336,4998.33
0.00334,5002.06
0.003344,5000.5
0.003348,5004.11
0.003352,5002.05
0.003356,4998.36
0.00336,5001.03
0.003364,5002.69
0.003368,5000.88
0.003372,4999.05
0.003376,4998.16
0.00338,5001.7
0.003384,5001.22
0.003388,5000.73
0.003392,5000.96
0.003396,5000.46
0.0034,4999.13
0.003404,4998.53
0.003408,5000.24
0.003412,4999.82
0.003416,5001.23
0.00342,4998.69
0.003424,5000.61
0.003428,5001.05
0.003432,4999.95
0.003436,4997.77
0.00344,5000.72
0.003444,4998.91
0.003448,4999.87
0.003452,4996.98
0.003456,4999.82
0.00346,5000.98
0.003464,4997.18
0.003468,4999.36
0.003472,4998.38
0.003476,4998.54
0.00348,5003.52
0.003484,5001.74
0.003488,5002.62
0.003492,5000.6
0.003496,4997.79
0.0035,5002.17
0.003504,5000.91
0.003508,4999.4
0.003512,5001.36
0.003516,5001.32
0.00352,5001.09
0.003524,5000.06
0.003528,5001.51
0.003532,4998.92
0.003536,4999.32
0.00354,4996.79
0.003544,4999.65
0.003548,4999.86
0.003552,4999.83
0.003556,4998.99
0.00356,5000.17
0.003564,4999.88
0.003568,5001.82
0.003572,4999.76
0.003576,4999.5
0.00358,5001.24
0.003584,5001.49
0.003588,4999.9
0.003592,4999.64
0.003596,5000.39
0.0036,5001.97
0.003604,4997.79
0.003608,5001.13
0.003612,5001.8
0.003616,5000.62
0.00362,4998.14
0.003624,4998.25
0.003628,4999.73
0.003632,4997.76
0.003636,4998.4
0.00364,5002.13
0.003644,5002.34
0.003648,5001.62
0.003652,5000.58
0.003656,4999.94
0.00366,4999.47
0.003664,5000.44
0.003668,5000.05
0.003672,5001.63
0.003676,4998.66
0.00368,5000.39
0.003684,5000.18
0.003688,5000.44
0.003692,4999.77
0.003696,4998.55
0.0037,4999.85
0.003704,5001.1
0.003708,4998.53
0.003712,5000.13
0.003716,5000.11
0.00372,5000.41
0.003724,4999.16
0.003728,4998.4
0.003732,5000.78
0.003736,4999.78
0.00374,4999.85
0.003744,5001.21
0.003748,5000.74
0.003752,5000.01
0.003756,4999.73
0.00376,4999.18
0.003764,4998.19
0.003768,5001.37
0.003772,5002.17
0.003776,5000.58
0.00378,4998.77
0.003784,5000.35
0.003788,4998.99
0.003792,5000.14
0.003796,5002.47
0.0038,4999.45
0.003804,5002.51
0.003808,5003.59
0.003812,5001.3
0.003816,5000.44
0.00382,5000.93
0.003824,4996.67
0.003828,5000.49
0.003832,4998.56
0.003836,5001.77
0.00384,5002.21
0.003844,5001.77
0.003848,4999.64
0.003852,4998
0.003856,5000.98
0.00386,4999.28
0.003864,4998.52
0.003868,4997.03
0.003872,5000.52
0.003876,5003.69
0.00388,5000.48
0.003884,4999.77
0.003888,4998.7
0.003892,5000.79
0.003896,4997.52
0.0039,4998.68
0.003904,4999.59
0.003908,5000.15
0.003912,5002.49
0.003916,5000.94
0.00392,4999.7
0.003924,4998.84
0.003928,5000.7
0.003932,5001.18
0.003936,4999.01
0.00394,4999.51
0.003944,5000.62
0.003948,4998.46
0.003952,5000.48
0.003956,5002.44
0.00396,4998.63
0.003964,5000.28
0.003968,5001.11
0.003972,5000.01
0.003976,5001.37
0.00398,4999.73
0.003984,5000.92
0.003988,4998.16
0.003992,4998
0.003996,4998.95
0.004,4997.51
0.004004,5001.52
0.004008,4999.51
0.004012,4998.97
0.004016,4997.6
0.00402,5000.83
0.004024,4999.19
0.004028,4998.4
0.004032,4999.63
0.004036,4998.17
0.00404,5003.93
0.004044,4999.05
0.004048,5000.74
0.004052,4999.46
0.004056,5000.11
0.00406,4999.39
0.004064,4999.1
0.004068,4999.21
0.004072,5003.24
0.004076,5000.08
0.00408,5002.16
0.004084,5000.9
0.004088,5000.16
0.004092,4999.43
0.004096,4997.99
0.0041,5001.4
0.004104,5000.42
0.004108,5002.08
0.004112,5000.29
0.004116,5000.65
0.00412,5000.53
0.004124,5001.03
0.004128,4999.6
0.004132,4999.85
0.004136,4999.93
0.00414,4998.97
0.004144,4998.78
0.004148,4997.21
0.004152,5000.56
0.004156,5000.22
0.00416,4997.8
0.004164,4997.43
0.004168,4999.91
0.004172,4997.38
0.004176,5000.26
0.00418,5001.54
0.004184,5000.9
0.004188,5002.13
0.004192,4997.23
0.004196,4998.31
0.0042,5002.22
0.004204,4997.23
0.004208,4999.69
0.004212,5000.37
0.004216,5001.85
0.00422,5000.66
0.004224,4999.81
