time_s,v_out_mV
0.002764,4999.3
0.002768,5000.7
0.002772,5003.96
0.002776,5002.37
0.00278,4999.7
0.002784,5000.27
0.002788,4999.28
0.002792,5003.23
0.002796,5000.14
0.0028,4999.27
0.002804,4997.05
0.002808,4998.01
0.002812,5000.03
0.002816,5001.13
0.00282,4999.76
0.002824,5001.86
0.002828,5000.13
0.002832,5001.61
0.002836,4999.12
0.00284,5000.62
0.002844,4998.1
0.002848,5003.04
0.002852,5001.62
0.002856,5001.23
0.00286,5000.41
0.002864,5001.26
0.002868,4997.19
0.002872,5000.65
0.002876,4998.15
0.00288,4998.72
0.002884,5000.03
0.002888,4999.56
0.002892,4999.42
0.002896,4998.75
0.0029,5001.51
0.002904,4998.97
0.002908,4999.09
0.002912,4999.6
0.002916,4999.18
0.00292,4999.69
0.002924,4997.92
0.002928,4999.54
0.002932,4999.01
0.002936,4998.87
0.00294,5003.32
0.002944,5001.56
0.002948,5003.75
0.002952,5000.01
0.002956,4999.77
0.00296,5000.8
0.002964,4999.04
0.002968,4997.42
0.002972,5001.71
0.002976,4999.53
0.00298,4996.01
0.002984,4999.01
0.002988,5000.09
0.002992,4997.23
0.002996,4998.49
0.003,4999.81
0.003004,4998.73
0.003008,5000.77
0.003012,4999.46
0.003016,5001.5
0.00302,4997.15
0.003024,4996.54
0.003028,5000.13
0.003032,5000.71
0.003036,5003.75
0.00304,5000.02
0.003044,4999.91
0.003048,5002.32
0.003052,5001.97
0.003056,5000.36
0.00306,4999.32
0.003064,4999.47
0.003068,4999.61
0.003072,5001.79
0.003076,5000.79
0.00308,5001.96
0.003084,5000.74
0.003088,5001.6
0.003092,4998.18
0.003096,4999.2
0.0031,5001.38
0.003104,4999.55
0.003108,4997.57
0.003112,4999.4
0.003116,5000.85
0.00312,4997.46
0.003124,4999
0.003128,5002.26
0.003132,5000.11
0.003136,5001.87
0.00314,4998.38
0.003144,4999.19
0.003148,5002.34
0.003152,5000.88
0.003156,5002.34
0.00316,4996.06
0.003164,4997.7
0.003168,5000.99
0.003172,4996.81
0.003176,5000.15
0.00318,4999.83
0.003184,5001.01
0.003188,5000.66
0.003192,4999.41
0.003196,4998.83
0.0032,5000.29
0.003204,5001.11
0.003208,5001.49
0.003212,4996.97
0.003216,5000.93
0.00322,4998.21
0.003224,4998.16
0.003228,4999.22
0.003232,4997.15
0.003236,4998.31
0.00324,4996.91
0.003244,5001.62
0.003248,4999.03
0.003252,5002.2
0.003256,4999.66
0.00326,4996.8
0.003264,5001.73
0.003268,4999.38
0.003272,5000.86
0.003276,4999.82
0.00328,5000.82
0.003284,4999.4
0.003288,5000.55
0.003292,5003.02
0.003296,5004.16
0.0033,5001.48
0.003304,4999.23
0.003308,4998.77
0.003312,5000.11
0.003316,5001.73
0.00332,4998.81
0.003324,4998.23
0.003328,5001.94
0.003332,4998.22
0.003336,4998.35
0.00334,4999.53
0.003344,4998.92
0.003348,4999.63
0.003352,4998.58
0.003356,4999.2
0.00336,5001.1
0.003364,5000.01
0.003368,5000.35
0.003372,5004.05
0.003376,5001.02
0.00338,4998.81
0.003384,5000.99
0.003388,5000.08
0.003392,5000.77
0.003396,4995.3
0.0034,5001.94
0.003404,5000.22
0.003408,5001.41
0.003412,5000.11
0.003416,5002.82
0.00342,4997.69
0.003424,5000.32
0.003428,4997.3
0.003432,5002.87
0.003436,4999.46
0.00344,5000.69
0.003444,5000.55
0.003448,5000.78
0.003452,5001.51
0.003456,5001.47
0.00346,5001.89
0.003464,5000.99
0.003468,5000.33
0.003472,5000.62
0.003476,5000.46
0.00348,5002.06
0.003484,4999.63
0.003488,5000.37
0.003492,5000.67
0.003496,4999.18
0.0035,4999.65
0.003504,4999.15
0.003508,5000.06
0.003512,5000.21
0.003516,5000.22
0.00352,4999.41
0.003524,5001.5
0.003528,5001.3
0.003532,5000.93
0.003536,5000.01
0.00354,4999.35
0.003544,4996.73
0.003548,5000.77
0.003552,5001.03
0.003556,5001.33
0.00356,4999.38
0.003564,4998.01
0.003568,4999.14
0.003572,5000.57
0.003576,5001.75
0.00358,5000.84
0.003584,5000.92
0.003588,4998.54
0.003592,4999.3
0.003596,5001.15
0.0036,5001.54
0.003604,5001.01
0.003608,5000
0.003612,5002.01
0.003616,4998.33
0.00362,5001.37
0.003624,5000.16
0.003628,5002.93
0.003632,5000.16
0.003636,4999.82
0.00364,5001.25
0.003644,5000.09
0.003648,5002.11
0.003652,5002.58
0.003656,5000.46
0.00366,5000.67
0.003664,5000.38
0.003668,4999.91
0.003672,4998.28
0.003676,4998.23
0.00368,4997.75
0.003684,4998.96
0.003688,5001.71
0.003692,5000.56
0.003696,5001.95
0.0037,4997.4
0.003704,4998.2
0.003708,5002.04
0.003712,5001.24
0.003716,4998.82
0.00372,4999.73
0.003724,4999.89
0.003728,4999.04
0.003732,4998.09
0.003736,5001.98
0.00374,4997.46
0.003744,5001.55
0.003748,4999.47
0.003752,5000.06
0.003756,5000.89
0.00376,4998.44
0.003764,4999.86
0.003768,5000.49
0.003772,5002.83
0.003776,4998.84
0.00378,5001.58
0.003784,5000.89
0.003788,5000.16
0.003792,5000.01
0.003796,4999.91
0.0038,5000.23
0.003804,4998.71
0.003808,5000.83
0.003812,4998.97
0.003816,4998.93
0.00382,5001.71
0.003824,4998.7
0.003828,5003.57
0.003832,4999.24
0.003836,4998.11
0.00384,5002.37
0.003844,5002.19
0.003848,4995.65
0.003852,4998.87
0.003856,5002.24
0.00386,4999.57
0.003864,5000.17
0.003868,5002.28
0.003872,5000.41
0.003876,5000.36
0.00388,5001.55
0.003884,5000.33
0.003888,5000.17
0.003892,4999.66
0.003896,5000.6
0.0039,4998.91
0.003904,5001.6
0.003908,4997.85
0.003912,4997.87
0.003916,5001.14
0.00392,4998.39
0.003924,5003.07
0.003928,4998.15
0.003932,5000.34
0.003936,5000.19
0.00394,4999.09
0.003944,5001.33
0.003948,4998.4
0.003952,5000.84
0.003956,5000.31
0.00396,4998.43
0.003964,5000.3
0.003968,4998.36
0.003972,4999.17
0.003976,4999.82
0.00398,4997.77
0.003984,5000.49
0.003988,4999.37
0.003992,4997.2
0.003996,4999.57
0.004,5001.16
0.004004,5001.59
0.004008,4998.92
0.004012,5000.73
0.004016,4998.61
0.00402,5001.4
0.004024,4999.51
0.004028,5000.29
0.004032,5000.02
0.004036,5001.78
0.00404,5000.55
0.004044,4998.1
0.004048,5000.28
0.004052,4998.46
0.004056,4999.47
0.00406,4999.54
0.004064,4997.61
0.004068,5001.36
0.004072,4999.44
0.004076,5000.66
0.00408,5000.47
0.004084,4999.21
0.004088,4998.9
0.004092,4999.69
0.004096,5000.02
0.0041,4999.31
0.004104,4999.48
0.004108,4997.73
0.004112,5000.88
0.004116,4999.54
0.00412,5000.69
0.004124,4999.79
0.004128,5000.85
0.004132,4999.22
0.004136,4997.43
0.00414,4999.92
0.004144,5001.21
0.004148,5000.69
0.004152,5001.58
0.004156,4999.63
0.00416,5000.14
0.004164,4998.62
0.004168,5001.09
0.004172,4999.86
0.004176,5000.3
0.00418,4998.86
0.004184,5001.79
0.004188,4997.1
0.004192,4998.78
0.004196,5000.21
0.0042,5000.05
0.004204,5001.42
0.004208,4998.3
0.004212,4998.83
0.004216,5000.08
0.00422,4996.81
0.004224,4998.42
0.004228,4999.81
0.004232,4999.31
0.004236,5000.28
0.00424,4999.96
0.004244,5000.96
0.004248,5000.04
0.004252,4998.92
0.004256,4999.05
0.00426,4998.81
0.004264,5000.33
0.004268,4999.82
0.004272,4999.94
0.004276,4998.75
0.00428,4998.34
0.004284,5000.01
0.004288,4997.62
0.004292,4999.67
0.004296,4998.68
0.0043,4998.95
0.004304,4998.04
0.004308,5000.87
0.004312,4998.56
0.004316,5000.91
0.00432,5001.75
0.004324,5002.22
0.004328,4997.97
0.004332,4997.3
0.004336,4999.99
0.00434,5001.21
0.004344,5000.9
0.004348,5001.7
0.004352,5001.58
0.004356,4998.37
0.00436,4999.09
0.004364,4999.38
0.004368,5000.53
0.004372,4997.32
0.004376,4998.7
0.00438,4999.92
0.004384,5000.09
0.004388,4998.09
0.004392,5003.11
0.004396,4997.38
0.0044,4998.56
0.004404,4998.6
0.004408,4998.92
0.004412,4999.62
0.004416,5001.61
0.00442,4999.25
0.004424,4999.37
0.004428,4997.48
0.004432,5002.25
0.004436,5001.24
0.00444,5000.71
0.004444,5000.49
0.004448,5002.15
0.004452,4999.11
0.004456,4998.72
0.00446,4998.9
0.004464,5001.74
0.004468,4997.72
0.004472,4999.58
0.004476,4999.7
0.00448,5000.17
0.004484,5002.58
0.004488,4998.73
0.004492,4999.49
0.004496,4997.04
0.0045,4998.38
0.004504,5000.82
0.004508,5001.08
0.004512,5001.18
0.004516,5000.74
0.00452,5000.07
0.004524,4999.89
0.004528,4998.71
0.004532,5001.33
0.004536,5002.97
0.00454,5002.13
0.004544,5000.57
0.004548,4999.08
0.004552,5001.76
0.004556,5000.7
0.00456,4999.54
0.004564,4997.75
0.004568,5000.23
0.004572,4999.69
0.004576,4998.62
0.00458,5003.6
0.004584,5002.81
0.004588,5000.2
0.004592,4999.44
0.004596,4997.68
0.0046,5000.94
0.004604,4999.22
0.004608,5001.82
0.004612,5003
0.004616,5000.62
0.00462,5003.23
0.004624,4999.49
0.004628,5001.86
0.004632,5000.52
0.004636,4997.76
0.00464,4997.88
0.004644,5002.57
0.004648,4999.78
0.004652,5001.08
0.004656,4996.87
0.00466,5000.15
0.004664,5000.75
0.004668,5000.1
0.004672,5001.77
0.004676,4999.56
0.00468,4998.37
0.004684,4998.14
0.004688,4999.43
0.004692,4999.49
0.004696,5000.46
0.0047,4999.1
0.004704,4998.11
0.004708,4997.4
0.004712,4999.31
0.004716,5001.9
0.00472,4998.57
0.004724,4999.04
0.004728,4999.34
0.004732,5000.97
0.004736,4999.74
0.00474,4998.49
0.004744,5000.05
0.004748,5001.83
0.004752,4997.82
0.004756,5000.27
0.00476,4997.46
0.004764,4999.82
0.004768,5000.84
0.004772,4999.56
0.004776,4998.26
0.00478,5000.24
0.004784,4998.08
0.004788,5001.49
0.004792,4998.21
0.004796,5000.94
0.0048,5000.06
0.004804,5001.48
0.004808,5002.73
0.004812,4999.82
0.004816,5001.04
0.00482,5001.73
0.004824,5001.39
0.004828,5000.49
0.004832,4997.7
0.004836,5000.67
0.00484,5001.04
0.004844,4999.14
0.004848,5000.1
0.004852,4998.5
0.004856,5002.48
0.00486,4999.83
0.004864,4999.43
0.004868,4999.86
0.004872,4997.11
0.004876,4998.76
0.00488,5002.14
0.004884,5001.24
0.004888,5000.77
0.004892,5000.76
0.004896,4998.57
0.0049,4999.27
0.004904,4997.05
0.004908,4999.62
0.004912,5002.21
0.004916,4998.82
0.00492,4999.45
0.004924,4999.45
0.004928,5001.34
0.004932,4997.61
0.004936,4996.98
0.00494,5000.91
0.004944,5000.27
0.004948,4997.57
0.004952,4997.57
0.004956,4999.7
0.00496,4999.54
0.004964,5001.37
0.004968,4999.59
0.004972,4997.75
0.004976,5002.99
0.00498,4999.56
0.004984,5001.66
0.004988,5001.41
0.004992,4995.71
0.004996,5001.11
0.005,4998.67
0.005004,4999.12
0.005008,4997.5
0.005012,4998.33
0.005016,4998.76
0.00502,5000.55
0.005024,4999.08
0.005028,4999.45
0.005032,5001.01
0.005036,5002.06
0.00504,4999.32
0.005044,4999.91
0.005048,4999.04
0.005052,5001.13
0.005056,4998.18
0.00506,4999.01
0.005064,4997.78
0.005068,5001.21
0.005072,5002.45
0.005076,4998.29
0.00508,4998.73
0.005084,4999.69
0.005088,5000.08
0.005092,4998.74
0.005096,5001.94
0.0051,4999.48
0.005104,4999.95
0.005108,4999.14
0.005112,4999.95
0.005116,5001.11
0.00512,4999
0.005124,5002.49
0.005128,4999.79
0.005132,5001.39
0.005136,5001.18
0.00514,5001.6
0.005144,5003.16
0.005148,5000.99
0.005152,4998.41
0.005156,5000.1
0.00516,5000.34
0.005164,5000.76
0.005168,4997.57
0.005172,4999.63
0.005176,5001.98
0.00518,4998.43
0.005184,4999.69
0.005188,5003.09
0.005192,5000.53
0.005196,4998.17
0.0052,4998.56
0.005204,4999.37
0.005208,5002.8
0.005212,5004.12
0.005216,5000.49
0.00522,4998.58
0.005224,4998.25
0.005228,5000.87
0.005232,5005.03
0.005236,4999.08
0.00524,5000.23
