run_id,status,measurable,rules_pass,rule_dip_mV,rule_settle_us,margin_pct,never_settled,full_dip_mV,final_level_mV,final_error_mV,n_excursions,second_dip,late_activity,last_excursion_ms,wobble_count,flat,duration_requested_ms,duration_actual_ms,stopped_early,duplicate_of,sha1,trace_path,log_excerpt
run_015,ok,True,True,125.2,124.0,16.5,False,125.2,5000.2,0.2,1.0,False,False,1.12,0.0,False,10.0,9.996,False,,8b61cb154f50,raw/run_015.csv,
run_016,ok,True,True,86.9,164.0,42.1,False,86.9,5000.1,0.1,1.0,False,False,1.16,0.0,False,10.0,9.996,False,,45f545872c21,raw/run_016.csv,
run_017,ok,True,True,61.0,68.0,59.3,False,61.0,5000.3,0.3,1.0,False,False,1.07,0.0,False,10.0,9.996,False,,b65afcd05e6f,raw/run_017.csv,
run_018,ok,True,True,112.6,104.0,24.9,False,112.6,5000.3,0.3,1.0,False,False,1.1,0.0,False,10.0,9.996,False,,47f1d4da7476,raw/run_018.csv,
run_019,ok,True,True,64.3,60.0,57.2,False,64.3,5000.2,0.2,1.0,False,False,1.06,0.0,False,10.0,9.996,False,,318b14ef045f,raw/run_019.csv,
run_020,ok,True,True,81.7,88.0,45.5,False,81.7,5000.0,-0.0,1.0,False,False,1.09,0.0,False,10.0,9.996,False,,961f084e2116,raw/run_020.csv,
run_021,ok,True,True,82.0,80.0,45.3,False,82.0,5000.0,0.0,1.0,False,False,1.08,0.0,False,10.0,9.996,False,,2f31abffc2c7,raw/run_021.csv,
run_022,ok,True,True,81.2,116.0,45.9,False,81.2,5000.1,0.1,1.0,False,False,1.12,0.0,False,10.0,9.996,False,,9be4d0ec6873,raw/run_022.csv,
run_023,ok,True,True,96.4,116.0,35.7,False,96.4,5000.0,0.0,1.0,False,False,1.12,0.0,False,10.0,9.996,False,,d1c9de15c316,raw/run_023.csv,
run_024,ok,True,True,74.2,96.0,50.5,False,74.2,4999.7,-0.3,1.0,False,False,1.1,0.0,False,10.0,9.996,False,,585cdc2753f7,raw/run_024.csv,
run_025,ok,True,True,123.3,124.0,17.8,False,123.3,5000.2,0.2,1.0,False,False,1.12,0.0,False,10.0,9.996,False,,162ca1b40f54,raw/run_025.csv,
run_026,ok,True,True,93.6,76.0,37.6,False,93.6,5000.1,0.1,1.0,False,False,1.08,0.0,False,10.0,9.996,False,,6b69cb20e4fc,raw/run_026.csv,
run_027,ok,True,True,69.6,72.0,53.6,False,69.6,4999.9,-0.1,1.0,False,False,1.07,0.0,False,10.0,9.996,False,,3a7126d22d1c,raw/run_027.csv,
run_028,ok,True,True,112.9,92.0,24.7,False,112.9,4999.9,-0.1,1.0,False,False,1.09,0.0,False,10.0,9.996,False,,7783a28e9878,raw/run_028.csv,
run_029,ok,True,True,123.9,172.0,17.4,False,123.9,5000.2,0.2,1.0,False,False,1.17,0.0,False,10.0,9.996,False,,a8ec66a1586b,raw/run_029.csv,
run_030,ok,True,True,92.3,80.0,38.5,False,92.3,5000.0,-0.0,1.0,False,False,1.08,0.0,False,10.0,9.996,False,,c07bb322f03c,raw/run_030.csv,
run_031,ok,True,True,122.2,120.0,18.5,False,122.2,5000.0,0.0,1.0,False,False,1.12,0.0,False,10.0,9.996,False,,60cb2ffb251a,raw/run_031.csv,
run_032,ok,True,True,93.7,88.0,37.6,False,93.7,4999.9,-0.1,1.0,False,False,1.09,0.0,False,10.0,9.996,False,,33a847aafa55,raw/run_032.csv,
run_033,ok,True,True,74.6,84.0,50.3,False,74.6,5000.1,0.1,1.0,False,False,1.08,0.0,False,10.0,9.996,False,,bae97d5b3632,raw/run_033.csv,
run_034,ok,True,True,116.0,112.0,22.7,False,116.0,5000.0,0.0,1.0,False,False,1.11,0.0,False,10.0,9.996,False,,a9639bdf3d3b,raw/run_034.csv,
run_035,ok,True,True,123.6,132.0,17.6,False,123.6,5000.0,-0.0,1.0,False,False,1.13,0.0,False,10.0,9.996,False,,64095a880755,raw/run_035.csv,
run_036,ok,True,True,117.1,140.0,21.9,False,117.1,5000.0,-0.0,1.0,False,False,1.14,0.0,False,10.0,9.996,False,,d40ec9f39fab,raw/run_036.csv,
run_037,ok,True,True,57.1,44.0,61.9,False,57.1,5000.2,0.2,1.0,False,False,1.04,0.0,False,10.0,9.996,False,,41beb8af25c1,raw/run_037.csv,
run_038,ok,True,True,69.3,80.0,53.8,False,69.3,5000.0,0.0,1.0,False,False,1.08,0.0,False,10.0,9.996,False,,627fad056623,raw/run_038.csv,
run_039,ok,True,True,117.5,108.0,21.7,False,117.5,4999.9,-0.1,1.0,False,False,1.11,0.0,False,10.0,9.996,False,,0a6c1daaf947,raw/run_039.csv,
run_040,ok,True,True,69.6,100.0,53.6,False,69.6,5000.2,0.2,1.0,False,False,1.1,0.0,False,10.0,9.996,False,,4048b99a70f5,raw/run_040.csv,
run_041,ok,True,True,101.1,88.0,32.6,False,101.1,5000.0,-0.0,1.0,False,False,1.09,0.0,False,10.0,9.996,False,,96f0d6cfb226,raw/run_041.csv,
run_042,ok,True,True,84.7,96.0,43.5,False,84.7,5000.3,0.3,1.0,False,False,1.1,0.0,False,10.0,9.996,False,,ff37d86dba03,raw/run_042.csv,
run_043,ok,True,True,98.8,92.0,34.2,False,98.8,5000.0,-0.0,1.0,False,False,1.09,0.0,False,10.0,9.996,False,,60287eda456b,raw/run_043.csv,
run_044,ok,True,True,55.6,52.0,62.9,False,55.6,5000.2,0.2,1.0,False,False,1.05,0.0,False,10.0,9.996,False,,868378dff89e,raw/run_044.csv,
run_045,ok,True,True,58.2,92.0,61.2,False,58.2,5012.5,12.5,1.0,False,False,1.09,0.0,False,10.0,9.996,False,,c38adbe8f0d9,raw/run_045.csv,
run_046,ok,True,True,52.7,12.0,64.9,False,52.7,5002.2,2.2,0.0,False,False,0.0,0.0,False,10.0,9.996,False,,c785c02d8550,raw/run_046.csv,
run_047,ok,True,True,86.8,204.0,42.1,False,86.8,4980.4,-19.6,1.0,False,False,1.2,0.0,False,10.0,9.996,False,,146547d69136,raw/run_047.csv,
run_048,ok,True,True,89.1,108.0,40.6,False,89.1,4984.1,-15.9,1.0,False,False,1.11,0.0,False,10.0,9.996,False,,fa9d91a209b1,raw/run_048.csv,
run_049,ok,True,True,141.7,284.0,5.5,False,141.7,4968.4,-31.6,1.0,False,False,1.28,0.0,False,10.0,9.996,False,,eda7dd728efe,raw/run_049.csv,
run_050,ok,True,True,101.8,196.0,32.2,False,101.8,4987.6,-12.4,1.0,False,False,1.2,0.0,False,10.0,9.996,False,,99f3008c8b1f,raw/run_050.csv,
run_051,ok,True,True,78.5,72.0,47.6,False,78.5,4988.5,-11.5,1.0,False,False,1.07,0.0,False,10.0,9.996,False,,4ae187e82d0b,raw/run_051.csv,
run_052,ok,True,True,84.1,60.0,43.9,False,84.1,4999.0,-1.0,1.0,False,False,1.06,0.0,False,10.0,9.996,False,,720f736fc99f,raw/run_052.csv,
run_053,ok,True,True,96.6,144.0,35.6,False,96.6,5004.0,4.0,1.0,False,False,1.14,0.0,False,10.0,9.996,False,,ffab52af9bcf,raw/run_053.csv,
run_054,ok,True,True,96.2,108.0,35.9,False,96.2,4982.9,-17.1,1.0,False,False,1.11,0.0,False,10.0,9.996,False,,bd0fd632d83c,raw/run_054.csv,
run_055,ok,True,True,80.2,80.0,46.5,False,110.3,5000.1,0.1,2.0,True,False,3.92,1.0,False,10.0,9.996,False,,aa64cc6eaa01,raw/run_055.csv,
run_056,ok,True,True,93.2,104.0,37.8,False,115.4,5000.0,-0.0,2.0,True,False,4.16,1.0,False,10.0,9.996,False,,2a8730c0d9c1,raw/run_056.csv,
run_057,ok,True,True,89.8,84.0,40.1,False,102.8,5000.2,0.2,2.0,True,False,4.21,1.0,False,10.0,9.996,False,,ef03e85d0e6c,raw/run_057.csv,
run_058,ok,True,True,86.8,96.0,42.1,False,92.8,5000.0,0.0,2.0,True,False,4.18,2.0,False,10.0,9.996,False,,cea6623880a0,raw/run_058.csv,
run_059,ok,True,True,69.9,60.0,53.4,False,134.1,4999.7,-0.3,2.0,True,False,3.86,2.0,False,10.0,9.996,False,,fb4e87bf39a8,raw/run_059.csv,
run_060,ok,True,True,70.3,84.0,53.1,False,134.2,5000.1,0.1,2.0,True,False,3.76,1.0,False,10.0,9.996,False,,f381f3cfeeca,raw/run_060.csv,
run_061,ok,True,True,97.0,96.0,35.4,False,112.9,4999.8,-0.2,2.0,True,False,3.8,1.0,False,10.0,9.996,False,,265b34e9a0f9,raw/run_061.csv,
run_062,ok,True,True,61.4,52.0,59.0,False,116.9,4999.9,-0.1,2.0,True,False,4.52,1.0,False,10.0,9.996,False,,7a578e27b79d,raw/run_062.csv,
run_063,ok,True,True,98.6,100.0,34.3,False,259.7,4745.0,-255.0,2.0,False,False,10.0,0.0,False,10.0,9.996,False,,035d95d2a050,raw/run_063.csv,
run_064,ok,True,True,78.7,88.0,47.5,False,219.3,5214.1,214.1,2.0,False,False,10.0,0.0,False,10.0,9.996,False,,dc9690b87819,raw/run_064.csv,
run_065,ok,True,True,82.4,84.0,45.1,False,215.9,4789.2,-210.8,2.0,False,False,10.0,0.0,False,10.0,9.996,False,,268d72650cc4,raw/run_065.csv,
run_066,ok,True,True,67.9,68.0,54.8,False,252.8,5248.3,248.3,2.0,False,False,10.0,0.0,False,10.0,9.996,False,,62c733b2e88a,raw/run_066.csv,
run_067,ok,True,True,82.9,60.0,44.8,False,82.9,5002.9,2.9,1.0,False,False,1.06,15.0,False,10.0,9.996,False,,2c1c33837a9a,raw/run_067.csv,
run_068,ok,True,True,79.1,12.0,47.2,False,79.1,5002.4,2.4,1.0,False,False,1.01,16.0,False,10.0,9.996,False,,bdb80a68db9a,raw/run_068.csv,
run_069,ok,True,True,66.4,0.0,55.7,False,66.4,4994.0,-6.0,0.0,False,False,0.0,17.0,False,10.0,9.996,False,,b2381c9b3912,raw/run_069.csv,
run_070,ok,True,True,3.6,0.0,97.6,False,4.1,4999.9,-0.1,0.0,False,False,0.0,0.0,True,10.0,9.996,False,,ec735d9dcab5,raw/run_070.csv,
run_071,ok,True,True,3.4,0.0,97.7,False,5.5,5000.0,-0.0,0.0,False,False,0.0,0.0,True,10.0,9.996,False,,3d44188975ba,raw/run_071.csv,
run_072,ok,True,True,3.9,0.0,97.4,False,3.9,5000.0,0.0,0.0,False,False,0.0,0.0,True,10.0,9.996,False,,eae94a6c00f1,raw/run_072.csv,
run_073,ok,True,True,69.6,72.0,53.6,False,154.3,5000.1,0.1,2.0,True,True,7.52,3.0,False,10.0,9.996,False,,51b1a73fc6a0,raw/run_073.csv,
run_074,ok,True,True,86.6,96.0,42.3,False,123.2,5000.8,0.8,2.0,True,True,7.78,3.0,False,10.0,9.996,False,,7dfe7239a6c6,raw/run_074.csv,
run_075,ok,True,True,141.9,152.0,5.4,False,141.9,4999.8,-0.2,1.0,False,False,1.15,0.0,False,10.0,9.996,False,,810d3f02ff9a,raw/run_075.csv,
run_076,ok,True,True,147.2,156.0,1.9,False,147.2,5000.2,0.2,1.0,False,False,1.16,0.0,False,10.0,9.996,False,,6d86437b90a1,raw/run_076.csv,
run_077,ok,True,True,140.9,112.0,6.1,False,140.9,5000.1,0.1,1.0,False,False,1.11,0.0,False,10.0,9.996,False,,77e80791f727,raw/run_077.csv,
run_078,ok,True,True,143.7,172.0,4.2,False,143.7,5000.0,-0.0,1.0,False,False,1.17,0.0,False,10.0,9.996,False,,824445b46916,raw/run_078.csv,
run_079,ok,True,True,147.3,136.0,1.8,False,147.3,5000.4,0.4,1.0,False,False,1.14,0.0,False,10.0,9.996,False,,04528ca1efa6,raw/run_079.csv,
run_080,ok,True,True,138.3,160.0,7.8,False,138.3,5000.0,0.0,1.0,False,False,1.16,0.0,False,10.0,9.996,False,,63117dd0fc82,raw/run_080.csv,
run_081,ok,True,True,141.2,176.0,5.9,False,141.2,5000.0,-0.0,1.0,False,False,1.18,0.0,False,10.0,9.996,False,,ba7fd16cda64,raw/run_081.csv,
run_082,ok,True,True,144.3,164.0,3.8,False,144.3,5000.0,-0.0,1.0,False,False,1.16,0.0,False,10.0,9.996,False,,9e417aa20570,raw/run_082.csv,
run_083,ok,True,True,140.2,180.0,6.5,False,140.2,5000.1,0.1,1.0,False,False,1.18,0.0,False,10.0,9.996,False,,6adabea13d00,raw/run_083.csv,
run_084,ok,True,True,144.3,156.0,3.8,False,144.3,5000.0,0.0,1.0,False,False,1.16,0.0,False,10.0,9.996,False,,c1a7277121b5,raw/run_084.csv,
run_085,ok,True,True,145.6,132.0,3.0,False,145.6,4999.9,-0.1,1.0,False,False,1.13,0.0,False,10.0,9.996,False,,019f7ce24fdf,raw/run_085.csv,
run_086,ok,True,True,147.0,196.0,2.0,False,147.0,5000.2,0.2,1.0,False,False,1.2,0.0,False,10.0,9.996,False,,150a0f5a7310,raw/run_086.csv,
run_087,stopped_early,True,True,88.8,68.0,40.8,False,88.8,4999.9,-0.1,1.0,False,False,1.07,0.0,False,10.0,4.124,True,,0bfc8f24cb03,raw/run_087.csv,writer stopped: output budget reached
run_088,stopped_early,True,True,92.2,108.0,38.5,False,92.2,4999.8,-0.2,1.0,False,False,1.11,0.0,False,10.0,5.584,True,,e82d9d166e31,raw/run_088.csv,writer stopped: output budget reached
run_089,stopped_early,True,True,103.9,104.0,30.7,False,103.9,5000.0,-0.0,1.0,False,False,1.1,0.0,False,10.0,5.02,True,,78ae124f159d,raw/run_089.csv,writer stopped: output budget reached
run_090,stopped_early,True,True,90.3,96.0,39.8,False,90.3,5000.0,-0.0,1.0,False,False,1.1,0.0,False,10.0,4.804,True,,fce7bad417c5,raw/run_090.csv,writer stopped: output budget reached
run_091,stopped_early,True,True,93.4,100.0,37.7,False,93.4,4999.8,-0.2,1.0,False,False,1.1,0.0,False,10.0,5.536,True,,163338595c28,raw/run_091.csv,writer stopped: output budget reached
run_092,stopped_early,True,True,75.6,84.0,49.6,False,75.6,5000.0,-0.0,1.0,False,False,1.08,0.0,False,10.0,5.24,True,,b3b825ce0f3b,raw/run_092.csv,writer stopped: output budget reached
run_093,stopped_early,True,True,65.5,48.0,56.3,False,65.5,5000.0,-0.0,1.0,False,False,1.05,0.0,False,10.0,4.224,True,,d8ed7437de52,raw/run_093.csv,writer stopped: output budget reached
run_094,stopped_early,True,True,76.0,84.0,49.3,False,76.0,5000.0,-0.0,1.0,False,False,1.08,0.0,False,10.0,5.144,True,,6494cdccd9bc,raw/run_094.csv,writer stopped: output budget reached
run_095,stopped_early,True,True,108.0,116.0,28.0,False,108.0,4999.9,-0.1,1.0,False,False,1.12,0.0,False,10.0,2.684,True,,7b52c494b2ee,raw/run_095.csv,solver aborted at t=2.69 ms
run_096,stopped_early,True,True,111.8,112.0,25.5,False,111.8,4999.9,-0.1,1.0,False,False,1.11,0.0,False,10.0,2.288,True,,43382a8631de,raw/run_096.csv,solver aborted at t=2.29 ms
run_097,stopped_early,True,True,82.1,76.0,45.3,False,82.1,4999.9,-0.1,1.0,False,False,1.08,0.0,False,10.0,2.42,True,,fd1c1949b038,raw/run_097.csv,solver aborted at t=2.42 ms
run_098,stopped_early,True,True,110.1,152.0,26.6,False,110.1,5000.1,0.1,1.0,False,False,1.15,0.0,False,10.0,2.66,True,,7832f76c6482,raw/run_098.csv,solver aborted at t=2.66 ms
run_099,stopped_early,True,True,99.7,84.0,33.5,False,99.7,5000.1,0.1,1.0,False,False,1.08,0.0,False,10.0,2.296,True,,c6efcfe05943,raw/run_099.csv,solver aborted at t=2.30 ms
run_100,stopped_early,True,True,76.4,72.0,49.1,False,76.4,5000.0,0.0,1.0,False,False,1.07,0.0,False,10.0,2.684,True,,5e918ddbacb9,raw/run_100.csv,solver aborted at t=2.69 ms
run_101,stopped_early,True,True,71.0,80.0,52.7,False,71.0,4999.9,-0.1,1.0,False,False,1.08,0.0,False,10.0,2.532,True,,4a8d86549ba1,raw/run_101.csv,solver aborted at t=2.53 ms
run_102,ok,True,False,250.9,380.0,-67.3,False,250.9,5000.1,0.1,1.0,False,False,1.38,0.0,False,10.0,9.996,False,,264bf18d9c6e,raw/run_102.csv,
run_103,ok,True,False,126.2,2000.0,-1.0,True,126.2,4980.9,-19.1,2.0,True,True,6.68,11.0,False,10.0,9.996,False,,ad08ac0e8b8d,raw/run_103.csv,
run_104,ok,True,False,371.1,500.0,-147.4,False,371.1,5000.0,-0.0,1.0,False,False,1.5,0.0,False,10.0,9.996,False,,d3a699e99fbc,raw/run_104.csv,
run_105,ok,True,False,147.6,2000.0,-1.0,True,147.6,5013.9,13.9,1.0,False,False,7.84,13.0,False,10.0,9.996,False,,a95757453925,raw/run_105.csv,
run_106,ok,True,False,227.6,648.0,-51.7,False,227.6,5000.0,0.0,1.0,False,False,1.65,0.0,False,10.0,9.996,False,,4b3943a5bea0,raw/run_106.csv,
run_107,ok,True,False,132.2,2000.0,-1.0,True,132.2,4999.1,-0.9,1.0,False,False,5.3,12.0,False,10.0,9.996,False,,b3155654b875,raw/run_107.csv,
run_108,ok,True,False,279.6,584.0,-86.4,False,279.6,5000.1,0.1,1.0,False,False,1.58,0.0,False,10.0,9.996,False,,571ae38a1999,raw/run_108.csv,
run_109,ok,True,False,126.1,2000.0,-1.0,True,126.1,5035.0,35.0,3.0,True,True,9.67,8.0,False,10.0,9.996,False,,21caf8653d4e,raw/run_109.csv,
run_110,ok,True,False,284.6,620.0,-89.8,False,284.6,5000.0,-0.0,1.0,False,False,1.62,0.0,False,10.0,9.996,False,,a3b279e68ae4,raw/run_110.csv,
run_111,ok,True,False,142.4,2000.0,-1.0,True,142.4,4957.4,-42.6,1.0,False,False,9.95,11.0,False,10.0,9.996,False,,9945e739be4b,raw/run_111.csv,
run_112,ok,True,False,257.9,484.0,-72.0,False,257.9,4999.9,-0.1,1.0,False,False,1.48,0.0,False,10.0,9.996,False,,461fdc6ea381,raw/run_112.csv,
run_113,ok,True,False,130.9,2000.0,-1.0,True,130.9,5008.2,8.2,2.0,True,True,9.48,9.0,False,10.0,9.996,False,,762cb4ba2fae,raw/run_113.csv,
run_114,ok,True,False,329.5,492.0,-119.7,False,329.5,5000.1,0.1,1.0,False,False,1.49,0.0,False,10.0,9.996,False,,c47dadd77fcd,raw/run_114.csv,
run_115,ok,True,False,139.2,2000.0,-1.0,True,139.2,5013.0,13.0,1.0,False,False,8.22,12.0,False,10.0,9.996,False,,290e8be9890f,raw/run_115.csv,
run_116,ok,True,False,412.5,480.0,-175.0,False,412.5,4999.9,-0.1,1.0,False,False,1.48,0.0,False,10.0,9.996,False,,9188071883b6,raw/run_116.csv,
run_117,ok,True,False,136.1,2000.0,-1.0,True,136.1,4982.2,-17.8,2.0,True,True,8.15,10.0,False,10.0,9.996,False,,c49272da2fd4,raw/run_117.csv,
run_118,ok,True,False,366.2,472.0,-144.2,False,366.2,5000.2,0.2,1.0,False,False,1.47,0.0,False,10.0,9.996,False,,6d124f49f745,raw/run_118.csv,
run_119,ok,True,False,127.5,2000.0,-1.0,True,127.5,4991.0,-9.0,2.0,True,True,7.82,9.0,False,10.0,9.996,False,,845542022c3c,raw/run_119.csv,
run_120,ok,True,False,369.3,472.0,-146.2,False,369.3,4999.7,-0.3,1.0,False,False,1.47,0.0,False,10.0,9.996,False,,ee6ae8ec773f,raw/run_120.csv,
run_121,ok,True,False,142.8,2000.0,-1.0,True,142.8,4993.8,-6.2,1.0,False,False,5.85,13.0,False,10.0,9.996,False,,fc60d968f6b0,raw/run_121.csv,
run_122,ok,True,False,293.3,432.0,-95.5,False,293.3,5000.0,-0.0,1.0,False,False,1.43,0.0,False,10.0,9.996,False,,c8e4b4cbb724,raw/run_122.csv,
run_123,ok,True,False,136.3,2000.0,-1.0,True,136.3,4964.1,-35.9,1.0,False,False,9.72,10.0,False,10.0,9.996,False,,47d1d2a185af,raw/run_123.csv,
run_124,ok,True,False,390.9,688.0,-160.6,False,390.9,5000.0,-0.0,1.0,False,False,1.69,0.0,False,10.0,9.996,False,,6271c19d38d8,raw/run_124.csv,
run_125,ok,True,False,125.8,2000.0,-1.0,True,125.8,5001.3,1.3,1.0,False,False,9.99,13.0,False,10.0,9.996,False,,be287582bc73,raw/run_125.csv,
run_126,ok,True,False,366.4,416.0,-144.3,False,366.4,4999.8,-0.2,1.0,False,False,1.42,0.0,False,10.0,9.996,False,,ce87b00f0dc2,raw/run_126.csv,
run_127,ok,True,False,157.1,152.0,-4.7,False,157.1,4999.8,-0.2,1.0,False,False,1.15,0.0,False,10.0,9.996,False,,4c89ee40fcf9,raw/run_127.csv,
run_128,ok,True,False,166.6,168.0,-11.0,False,166.6,5000.2,0.2,1.0,False,False,1.17,0.0,False,10.0,9.996,False,,dcea4795480c,raw/run_128.csv,
run_129,ok,True,False,162.7,124.0,-8.5,False,162.7,4999.8,-0.2,1.0,False,False,1.12,0.0,False,10.0,9.996,False,,48a55beb18a8,raw/run_129.csv,
run_130,ok,True,False,160.7,128.0,-7.1,False,160.7,4999.9,-0.1,1.0,False,False,1.13,0.0,False,10.0,9.996,False,,28c480e0ec2b,raw/run_130.csv,
run_131,ok,True,False,154.1,180.0,-2.7,False,154.1,5000.1,0.1,1.0,False,False,1.18,0.0,False,10.0,9.996,False,,a2ee831370b7,raw/run_131.csv,
run_132,ok,True,False,153.3,188.0,-2.2,False,153.3,5000.1,0.1,1.0,False,False,1.19,0.0,False,10.0,9.996,False,,00565c04a726,raw/run_132.csv,
run_133,ok,True,False,166.0,136.0,-10.7,False,166.0,5000.0,-0.0,1.0,False,False,1.14,0.0,False,10.0,9.996,False,,ced6a812a682,raw/run_133.csv,
run_134,ok,True,False,160.3,132.0,-6.9,False,160.3,5000.0,0.0,1.0,False,False,1.13,0.0,False,10.0,9.996,False,,f81d7a9125f4,raw/run_134.csv,
run_135,ok,True,False,154.7,164.0,-3.2,False,154.7,5000.1,0.1,1.0,False,False,1.16,0.0,False,10.0,9.996,False,,a7ae5b89b2b1,raw/run_135.csv,
run_136,ok,True,False,164.8,188.0,-9.8,False,164.8,5000.0,0.0,1.0,False,False,1.19,0.0,False,10.0,9.996,False,,956b09413050,raw/run_136.csv,
run_137,ok,True,False,166.5,176.0,-11.0,False,166.5,5000.2,0.2,1.0,False,False,1.18,0.0,False,10.0,9.996,False,,6fba5bb25567,raw/run_137.csv,
run_138,ok,True,False,161.7,152.0,-7.8,False,161.7,5000.2,0.2,1.0,False,False,1.15,0.0,False,10.0,9.996,False,,81dd37766600,raw/run_138.csv,
run_139,crashed,False,,,,,,,,,,,,,,,10.0,0.0,,,,raw/run_139.csv,"ERROR: netlist parse failed, line 42"
run_140,crashed,False,,,,,,,,,,,,,,,10.0,0.0,,,,raw/run_140.csv,ERROR: model card 'SW1' not found
run_141,garbage,False,,,,,,,,,,,,,,,10.0,9.996,,,6ce1dbac20c6,raw/run_141.csv,WARNING: timestep too small at t=4.8 ms
run_142,garbage,False,,,,,,,,,,,,,,,10.0,9.996,,,57dc7139e16c,raw/run_142.csv,
run_143,garbage,False,,,,,,,,,,,,,,,10.0,9.996,,,652680dfc045,raw/run_143.csv,
run_144,crashed,False,,,,,,,,,,,,,,,10.0,0.0,,,,raw/run_144.csv,ERROR: license checkout timed out
run_145,ok,True,True,104.2,144.0,30.5,False,104.2,5000.2,0.2,1.0,False,False,1.14,0.0,False,10.0,9.996,False,run_013,530c256cc4c2,raw/run_145.csv,
run_146,ok,True,True,84.1,84.0,43.9,False,84.1,5000.1,0.1,1.0,False,False,1.08,0.0,False,10.0,9.996,False,run_008,9d691721afb0,raw/run_146.csv,
run_147,ok,True,True,69.6,72.0,53.6,False,69.6,4999.9,-0.1,1.0,False,False,1.07,0.0,False,10.0,9.996,False,run_027,3a7126d22d1c,raw/run_147.csv,
run_148,ok,True,True,89.1,108.0,40.6,False,89.1,4984.1,-15.9,1.0,False,False,1.11,0.0,False,10.0,9.996,False,run_048,fa9d91a209b1,raw/run_148.csv,
run_149,ok,True,True,114.6,148.0,23.6,False,114.6,5000.2,0.2,1.0,False,False,1.15,0.0,False,10.0,9.996,False,run_007,005037e1f99e,raw/run_149.csv,
run_150,ok,True,True,57.1,44.0,61.9,False,57.1,5000.2,0.2,1.0,False,False,1.04,0.0,False,10.0,9.996,False,run_037,41beb8af25c1,raw/run_150.csv,
